State,Metro,City,Zipcode
MN,"Minneapolis-St. Paul-Bloomington, MN-WI",North Branch,55056
OH,"Mansfield, OH",Shelby,44875
NY,"New York-Newark-Jersey City, NY-NJ-PA",Manorville,11949
MI,"Battle Creek, MI",Albion,49224
CA,,Ione,95640
FL,"North Port-Sarasota-Bradenton, FL",North Port,34288
SC,"Columbia, SC",Hopkins,29061
CA,"Sacramento-Roseville-Folsom, CA",Sacramento,95832
CA,"Modesto, CA",Hughson,95326
LA,"New Orleans-Metairie, LA",Pearl River,70452
NC,,Williamston,27892
MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV",New Market,21774
CT,"Bridgeport-Stamford-Norwalk, CT",New Fairfield,6812
IN,"Elkhart-Goshen, IN",Middlebury,46540
TX,"Houston-The Woodlands-Sugar Land, TX",Needville,77461
IL,"Chicago-Naperville-Elgin, IL-IN-WI",Sugar Grove,60554
PA,"Pittsburgh, PA",Pittsburgh,15201
OR,"Portland-Vancouver-Hillsboro, OR-WA",Portland,97221
NJ,"New York-Newark-Jersey City, NY-NJ-PA",Flanders,7836
IA,,Le Mars,51031
CA,"Chico, CA",Gridley,95948
GA,,Swainsboro,30401
MD,"Baltimore-Columbia-Towson, MD",Fallston,21047
NY,"Poughkeepsie-Newburgh-Middletown, NY",Chester,10918
TX,,Graham,76450
OH,"Cincinnati, OH-KY-IN",Waynesville,45068
AR,"Pine Bluff, AR",Pine Bluff,71601
TN,"Knoxville, TN",Louisville,37777
IN,"Warsaw, IN",Warsaw,46582
IL,"Chicago-Naperville-Elgin, IL-IN-WI",Lincolnwood,60712
CA,"San Luis Obispo-Paso Robles, CA",Grover Beach,93433
TN,"Knoxville, TN",Lenoir City,37772
PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",West Grove,19390
KS,"Coffeyville, KS",Independence,67301
AL,"Tuscaloosa, AL",Cottondale,35453
WA,"Seattle-Tacoma-Bellevue, WA",Renton,98057
WA,"Bellingham, WA",,98230
VA,"Richmond, VA",Sandston,23150
AR,,Wynne,72396
FL,"North Port-Sarasota-Bradenton, FL",Sarasota,34240
RI,"Providence-Warwick, RI-MA",Narragansett,2882
OH,"Canton-Massillon, OH",Canton,44718
CT,"Norwich-New London, CT",Waterford,6385
VA,"Richmond, VA",Prince George,23875
KS,"Wichita, KS",Haysville,67060
PA,"Scranton--Wilkes-Barre, PA",Hazleton,18202
OH,"Springfield, OH",Springfield,45506
VA,,Emporia,23847
AK,,Kenai,99611
IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago Ridge,60415
MA,"Boston-Cambridge-Newton, MA-NH",Medway,2053
TX,"Brownsville-Harlingen, TX",La Feria,78559
CO,"Breckenridge, CO",Breckenridge,80424
MD,"California-Lexington Park, MD",Hollywood,20636
LA,"Alexandria, LA",Alexandria,71302
NJ,"New York-Newark-Jersey City, NY-NJ-PA",Newark,7102
IL,"Sterling, IL",Rock Falls,61071
FL,"Gainesville, FL",Williston,32696
NJ,"New York-Newark-Jersey City, NY-NJ-PA",Montclair,7043
PA,"Scranton--Wilkes-Barre, PA",Scranton,18509
CO,"Colorado Springs, CO",Colorado Springs,80924
IL,"Carbondale-Marion, IL",Carterville,62918
FL,"Cape Coral-Fort Myers, FL",Bonita Springs,34134
TX,"McAllen-Edinburg-Mission, TX",Penitas,78576
CA,"Riverside-San Bernardino-Ontario, CA",Thermal,92274
NJ,"New York-Newark-Jersey City, NY-NJ-PA",Cedar Grove,7009
PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Philadelphia,19106
DE,"Dover, DE",Magnolia,19962
AL,"Montgomery, AL",Montgomery,36111
IL,"Chicago-Naperville-Elgin, IL-IN-WI",Western Springs,60558
KY,"Clarksville, TN-KY",Cadiz,42211
TX,"Jacksonville, TX",Bullard,75757
IL,"Chicago-Naperville-Elgin, IL-IN-WI",North Aurora,60542
NE,"Omaha-Council Bluffs, NE-IA",Bennington,68007
FL,"Homosassa Springs, FL",Inverness,34452
TX,"Zapata, TX",Zapata,78076
AL,"Mobile, AL",Mobile,36617
IA,"Pella, IA",Pella,50219
IN,,Portland,47371
VA,"Richmond, VA",Chester,23836
MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Damascus,20872
OH,"Dayton-Kettering, OH",Clayton,45415
MO,"St. Louis, MO-IL",Warrenton,63383
TN,"Chattanooga, TN-GA",Chattanooga,37404
MA,"Boston-Cambridge-Newton, MA-NH",Kingston,2364
NC,"Lumberton, NC",Maxton,28364
VA,"Virginia Beach-Norfolk-Newport News, VA-NC",Norfolk,23509
FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Fort Lauderdale,33315
FL,"Ocala, FL",Dunnellon,34432
CA,"San Diego-Chula Vista-Carlsbad, CA",San Diego,92014
PA,"Scranton--Wilkes-Barre, PA",Exeter,18643
NY,"New York-Newark-Jersey City, NY-NJ-PA",White Plains,10604
NC,"Winston-Salem, NC",Lewisville,27023
OK,"Tulsa, OK",Tulsa,74128
PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Fairless Hills,19030
OK,"Oklahoma City, OK",Warr Acres,73122
CT,"Hartford-East Hartford-Middletown, CT",East Hampton,6424
DC,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Washington,20024
AL,,Greenville,36037
NC,"Charlotte-Concord-Gastonia, NC-SC",Charlotte,28206
IL,"Chicago-Naperville-Elgin, IL-IN-WI",Crystal Lake,60012
VA,"Richmond, VA",Moseley,23120
KY,"Louisville/Jefferson County, KY-IN",Louisville,40210
GA,"Atlanta-Sandy Springs-Alpharetta, GA",Madison,30650
AZ,"Phoenix-Mesa-Chandler, AZ",Waddell,85355
IA,"Waterloo-Cedar Falls, IA",Waverly,50677
VA,"Blacksburg-Christiansburg, VA",Pulaski,24301
CO,"Grand Junction, CO",Grand Junction,81505
MI,"Detroit-Warren-Dearborn, MI",Brownstown,48173
WV,"Charleston, WV",Charleston,25302
AL,"Decatur, AL",Moulton,35650
NC,"North Wilkesboro, NC",Wilkesboro,28697
NJ,"Ocean City, NJ",Wildwood,8260
IN,,Lagrange,46761
AL,"Birmingham-Hoover, AL",Chelsea,35043
AZ,"Phoenix-Mesa-Chandler, AZ",Glendale,85307
WI,"Madison, WI",Madison,53717
MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Rockville,20851
NE,"Lincoln, NE",Lincoln,68522
IL,"Davenport-Moline-Rock Island, IA-IL",Kewanee,61443
PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Philadelphia,19153
NJ,"New York-Newark-Jersey City, NY-NJ-PA",Kendall Park,8824
NY,"Syracuse, NY",Clay,13041
NC,"Morehead City, NC",,28584
PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Glenolden,19036
OR,,Madras,97741
KS,"Wichita, KS",Park City,67219
MO,"St. Louis, MO-IL",House Springs,63051
MO,,Aurora,65605
KY,,Lebanon,40033
IN,,Batesville,47006
WA,"Portland-Vancouver-Hillsboro, OR-WA",Vancouver,98660
IL,"Chicago-Naperville-Elgin, IL-IN-WI",Manhattan,60442
MS,"Tupelo, MS",Saltillo,38866
TX,"San Antonio-New Braunfels, TX",Hondo,78861
MD,"Cumberland, MD-WV",Frostburg,21532
NY,"New York-Newark-Jersey City, NY-NJ-PA",East Islip,11730
MN,"Minneapolis-St. Paul-Bloomington, MN-WI",Albertville,55301
CO,"Greeley, CO",Lochbuie,80603
NE,"Omaha-Council Bluffs, NE-IA",Omaha,68132
OH,"Cincinnati, OH-KY-IN",Hamilton,45015
NY,"New York-Newark-Jersey City, NY-NJ-PA",Mount Vernon,10553
WA,"Shelton, WA",Belfair,98528
LA,"Shreveport-Bossier City, LA",Bossier City,71115
VA,,Covington,24426
PA,"St. Marys, PA",Saint Marys,15857
MI,"Grand Rapids-Kentwood, MI",Sparta,49345
CA,"San Francisco-Oakland-Berkeley, CA",Clayton,94517
PA,"Scranton--Wilkes-Barre, PA",Wilkes-Barre,18705
MA,"Boston-Cambridge-Newton, MA-NH",Lynnfield,1940
TX,"San Antonio-New Braunfels, TX",La Vernia,78121
NJ,"New York-Newark-Jersey City, NY-NJ-PA",Paterson,7504
PA,"Erie, PA",North East,16428
TX,"Lamesa, TX",Lamesa,79331
MS,"Columbus, MS",Columbus,39701
TX,,Center,75935
MO,"Kansas City, MO-KS",Kansas City,64132
WI,,Antigo,54409
OR,"Eugene-Springfield, OR",Eugene,97403
AL,"Gadsden, AL",Attalla,35954
OH,"Columbus, OH",Columbus,43205
ID,"Hailey, ID",Hailey,83333
GA,"Atlanta-Sandy Springs-Alpharetta, GA",College Park,30337
CA,"Los Angeles-Long Beach-Anaheim, CA",San Marino,91108
VA,"Virginia Beach-Norfolk-Newport News, VA-NC",Poquoson,23662
FL,"Jacksonville, FL",Jacksonville,32220
WI,"Madison, WI",McFarland,53558
KS,"Kansas City, MO-KS",Paola,66071
NY,,Monticello,12701
TX,"Houston-The Woodlands-Sugar Land, TX",Highlands,77562
NY,"Corning, NY",Hornell,14843
CA,"San Francisco-Oakland-Berkeley, CA",San Francisco,94108
FL,"North Port-Sarasota-Bradenton, FL",Sarasota,34236
CT,"Hartford-East Hartford-Middletown, CT",West Hartford,6110
FL,"Wauchula, FL",Wauchula,33873
KS,"Kansas City, MO-KS",Leawood,66224
TX,"Houston-The Woodlands-Sugar Land, TX",Houston,77030
CT,"Hartford-East Hartford-Middletown, CT",Clinton,6413
IA,"Storm Lake, IA",Storm Lake,50588
MA,"Boston-Cambridge-Newton, MA-NH",Medfield,2052
NY,"Syracuse, NY",Fayetteville,13066
TN,"Nashville-Davidson--Murfreesboro--Franklin, TN",Fairview,37062
WI,,New London,54961
NY,"Gloversville, NY",Johnstown,12095
NC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Supply,28462
PA,"Pittsburgh, PA",Apollo,15613
CA,"Hanford-Corcoran, CA",Avenal,93204
NJ,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Elmer,8318
NY,"Syracuse, NY",Syracuse,13209
LA,"Baton Rouge, LA",Livingston,70754
MS,"Gulfport-Biloxi, MS",Moss Point,39563
CO,"Craig, CO",Craig,81625
NE,"Omaha-Council Bluffs, NE-IA",Omaha,68112
MI,"Holland, MI",Wayland,49348
WA,"Seattle-Tacoma-Bellevue, WA",Snoqualmie,98065
PA,"Youngstown-Warren-Boardman, OH-PA",Mercer,16137
MD,,Chestertown,21620
PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Honey Brook,19344
CT,"New Haven-Milford, CT",Oxford,6478
NY,"New York-Newark-Jersey City, NY-NJ-PA",Jericho,11753
AZ,"Payson, AZ",Globe,85501
VA,"Virginia Beach-Norfolk-Newport News, VA-NC",Franklin,23851
MD,"Baltimore-Columbia-Towson, MD",Clarksville,21029
CA,"Stockton, CA",Escalon,95320
SC,"Hilton Head Island-Bluffton, SC",Beaufort,29902
SC,"Greenville-Anderson, SC",Greenville,29601
MA,"Boston-Cambridge-Newton, MA-NH",Boston,2114
PA,"Lancaster, PA",Quarryville,17566
NJ,"New York-Newark-Jersey City, NY-NJ-PA",Ridgefield Park,7660
CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,90013
PA,"Lebanon, PA",Annville,17003
OH,"Cleveland-Elyria, OH",Cleveland,44119
CA,"Riverside-San Bernardino-Ontario, CA",Nuevo,92567
GA,,Blue Ridge,30513
OR,"Portland-Vancouver-Hillsboro, OR-WA",Gladstone,97027
NE,"Lincoln, NE",Lincoln,68512
PA,"Pittsburgh, PA",Pittsburgh,15215
FL,"Jacksonville, FL",Keystone Heights,32656
MA,"Boston-Cambridge-Newton, MA-NH",Newton,2465
PA,"Reading, PA",Mohnton,19540
CA,"Sacramento-Roseville-Folsom, CA",West Sacramento,95605
TX,"Wichita Falls, TX",Wichita Falls,76306
TX,"Pecos, TX",Pecos,79772
NY,"Kingston, NY",Pine Bush,12566
GA,"Athens-Clarke County, GA",Bogart,30622
WV,"Parkersburg-Vienna, WV",Vienna,26105
PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Wallingford,19086
MI,"Saginaw, MI",Saginaw,48638
MS,"Picayune, MS",Poplarville,39470
NE,"Omaha-Council Bluffs, NE-IA",Omaha,68138
VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Arlington,22209
PA,"Allentown-Bethlehem-Easton, PA-NJ",Slatington,18080
NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,10307
WV,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Harpers Ferry,25425
MA,"Barnstable Town, MA",Bourne,2532
PA,"Pittsburgh, PA",Pittsburgh,15238
MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Edmonston,20781
OR,"Hermiston-Pendleton, OR",Milton Freewater,97862
MI,"Marquette, MI",Ishpeming,49849
VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Fort Hunt,22308
TX,"Houston-The Woodlands-Sugar Land, TX",,77336
MT,,Havre,59501
NJ,"New York-Newark-Jersey City, NY-NJ-PA",Oakland,7436
TX,"Dallas-Fort Worth-Arlington, TX",Dallas,75244
PA,"Scranton--Wilkes-Barre, PA",Nanticoke,18634
NY,"New York-Newark-Jersey City, NY-NJ-PA",Woodmere,11598
FL,"Tallahassee, FL",Monticello,32344
KY,"Huntington-Ashland, WV-KY-OH",Olive Hill,41164
GA,"Cornelia, GA",Clarkesville,30523
TX,"Dallas-Fort Worth-Arlington, TX",Waxahachie,75167
MO,,Monett,65708
FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Hollywood,33019
NC,"Pinehurst-Southern Pines, NC",Aberdeen,28315
MI,"Detroit-Warren-Dearborn, MI",Ortonville,48462
NY,"Rochester, NY",Farmington,14425
GA,"Bainbridge, GA",Bainbridge,39819
PA,"Williamsport, PA",Montoursville,17754
IA,,Mount Pleasant,52641
CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,90293
MN,,Waseca,56093
MA,"Springfield, MA",Agawam,1030
PA,"York-Hanover, PA",Dallastown,17313
SD,"Vermillion, SD",Vermillion,57069
KY,"Danville, KY",Stanford,40484
NV,"Pahrump, NV",Pahrump,89060
LA,"Hammond, LA",Amite,70422
TN,"Jackson, TN",Henderson,38340
KS,"Kansas City, MO-KS",Kansas City,66101
MO,,Nevada,64772
FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Fort Lauderdale,33316
MI,,Fremont,49412
VA,"Kingsport-Bristol, TN-VA",Bristol,24202
MO,"Kansas City, MO-KS",Kansas City,64154
OK,"Fort Smith, AR-OK",Muldrow,74948
CA,"Los Angeles-Long Beach-Anaheim, CA",Newport Beach,92625
WI,"Watertown-Fort Atkinson, WI",Jefferson,53549
LA,"Lake Charles, LA",Sulphur,70665
MD,"Hagerstown-Martinsburg, MD-WV",Boonsboro,21713
CA,"Los Angeles-Long Beach-Anaheim, CA",Glendale,91207
NJ,"New York-Newark-Jersey City, NY-NJ-PA",Berkeley Heights,7922
MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Thurmont,21788
WI,,Hayward,54843
NJ,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Pennsville,8070
IA,"Carroll, IA",Carroll,51401
CA,"Riverside-San Bernardino-Ontario, CA",San Bernardino,92408
KY,,Russell Springs,42642
NY,"Poughkeepsie-Newburgh-Middletown, NY",Montgomery,12549
WA,"Seattle-Tacoma-Bellevue, WA",Duvall,98019
MA,"Boston-Cambridge-Newton, MA-NH",Wrentham,2093
TX,"Houston-The Woodlands-Sugar Land, TX",Houston,77068
IN,"South Bend-Mishawaka, IN-MI",South Bend,46617
FL,"Jacksonville, FL",Macclenny,32063
NE,"Lexington, NE",Lexington,68850
CA,"Merced, CA",Delhi,95315
GA,"Hinesville, GA",Ludowici,31316
SC,,Cheraw,29520
NY,"New York-Newark-Jersey City, NY-NJ-PA",Pleasantville,10570
IL,"Peoria, IL",,61548
TX,"Longview, TX",,75654
VA,,South Boston,24592
TN,"Knoxville, TN",Knoxville,37924
MI,"Detroit-Warren-Dearborn, MI",Saint Clair,48079
PA,,Lake Ariel,18436
SC,,Abbeville,29620
MO,,Fredericktown,63645
CA,"San Francisco-Oakland-Berkeley, CA",Tiburon,94920
MS,"Columbus, MS",Columbus,39705
CT,"Hartford-East Hartford-Middletown, CT",Stafford Springs,6076
OK,,Poteau,74953
WI,"Stevens Point, WI",Stevens Point,54482
AL,"Montgomery, AL",Pike Road,36064
NM,"Las Cruces, NM",Santa Teresa,88063
MS,"Jackson, MS",Byram,39272
VA,,Marion,24354
CA,"San Francisco-Oakland-Berkeley, CA",Berkeley,94708
GA,"Vidalia, GA",Lyons,30436
CT,"Hartford-East Hartford-Middletown, CT",Coventry,6238
OH,"Cleveland-Elyria, OH",Sheffield,44054
KS,"Wichita, KS",Augusta,67010
PA,,Honesdale,18431
AZ,"Phoenix-Mesa-Chandler, AZ",Gold Canyon,85118
VT,"Barre, VT",Montpelier,5602
GA,,Cochran,31014
NY,"Albany-Schenectady-Troy, NY",Albany,12211
GA,"Douglas, GA",Douglas,31535
IL,"Chicago-Naperville-Elgin, IL-IN-WI",Markham,60428
TN,,Tazewell,37879
OH,"Canton-Massillon, OH",Canal Fulton,44614
ME,"Augusta-Waterville, ME",Gardiner,4345
IL,"Chicago-Naperville-Elgin, IL-IN-WI",Hoffman Estates,60192
TX,"Waco, TX",Mc Gregor,76657
MO,,Sainte Genevieve,63670
ME,"Portland-South Portland, ME",Falmouth,4105
MA,"Providence-Warwick, RI-MA",Rehoboth,2769
KS,"Parsons, KS",Parsons,67357
LA,"Shreveport-Bossier City, LA",Keithville,71047
WV,"Hagerstown-Martinsburg, MD-WV",Berkeley Springs,25411
LA,,Rayville,71269
RI,"Providence-Warwick, RI-MA",North Smithfield,2896
KY,"Louisville/Jefferson County, KY-IN",Louisville,40217
NY,"New York-Newark-Jersey City, NY-NJ-PA",Rocky Point,11778
CO,"Glenwood Springs, CO",Aspen,81611
FL,"Key West, FL",Key Largo,33037
IA,"Spencer, IA",Spencer,51301
NY,"Rochester, NY",Rochester,14608
CT,"New Haven-Milford, CT",Derby,6418
OK,"Stillwater, OK",Cushing,74023
IA,"Fort Madison-Keokuk, IA-IL-MO",Fort Madison,52627
IN,"Indianapolis-Carmel-Anderson, IN",Beech Grove,46107
NY,"Albany-Schenectady-Troy, NY",Ballston Lake,12019
OH,"Wapakoneta, OH",Saint Marys,45885
OH,"Cincinnati, OH-KY-IN",Bethel,45106
SC,"Greenville-Anderson, SC",Williamston,29697
NY,"Buffalo-Cheektowaga, NY",Niagara Falls,14301
CA,"Clearlake, CA",Lakeport,95453
CA,"Riverside-San Bernardino-Ontario, CA",Grand Terrace,92313
AK,,Kodiak,99615
FL,"North Port-Sarasota-Bradenton, FL",Lakewood Ranch,34211
PA,"Williamsport, PA",Jersey Shore,17740
MO,,Salem,65560
TX,"Paris, TX",Paris,75462
KS,"Kansas City, MO-KS",Overland Park,66214
AL,"Birmingham-Hoover, AL",Springville,35146
KS,"Wichita, KS",Wichita,67235
FL,"Ocala, FL",Ocala,34479
ID,"Boise City, ID",Star,83669
IN,"Chicago-Naperville-Elgin, IL-IN-WI",DeMotte,46310
NJ,"New York-Newark-Jersey City, NY-NJ-PA",Manasquan,8736
VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Triangle,22172
AZ,"Prescott Valley-Prescott, AZ",Camp Verde,86322
IN,"Louisville/Jefferson County, KY-IN",Floyds Knobs,47119
IL,"St. Louis, MO-IL",Cahokia,62206
OR,"Medford, OR",White City,97503
NE,"Omaha-Council Bluffs, NE-IA",Bellevue,68147
OR,"Brookings, OR",Brookings,97415
CA,"San Francisco-Oakland-Berkeley, CA",Berkeley,94707
MI,"Detroit-Warren-Dearborn, MI",Melvindale,48122
NY,"New York-Newark-Jersey City, NY-NJ-PA",Stony Point,10980
NY,"Syracuse, NY",Oneida,13421
MO,"Kansas City, MO-KS",Smithville,64089
TX,"San Angelo, TX",San Angelo,76905
AL,"Albertville, AL",Albertville,35951
NY,"Rochester, NY",West Henrietta,14586
MS,"Gulfport-Biloxi, MS",Pass Christian,39571
WV,"Hagerstown-Martinsburg, MD-WV",Inwood,25428
OH,"Cincinnati, OH-KY-IN",Springdale,45246
NY,"New York-Newark-Jersey City, NY-NJ-PA",Lake Grove,11755
AK,"Anchorage, AK",Anchorage,99503
NC,"Virginia Beach-Norfolk-Newport News, VA-NC",Moyock,27958
NY,"Rochester, NY",Penn Yan,14527
CO,"Montrose, CO",Montrose,81403
CO,"Pueblo, CO",Pueblo,81008
MA,"Boston-Cambridge-Newton, MA-NH",Tyngsboro,1879
MI,"Detroit-Warren-Dearborn, MI",White Lake,48383
IL,"Davenport-Moline-Rock Island, IA-IL",Geneseo,61254
SC,,Kingstree,29556
MI,"Detroit-Warren-Dearborn, MI",Dearborn,48128
IA,"Fairfield, IA",Fairfield,52556
WI,"Beaver Dam, WI",Watertown,53098
AR,,Heber Springs,72543
AL,"LaGrange, GA-AL",Lanett,36863
OR,"Salem, OR",Monmouth,97361
NJ,"Trenton-Princeton, NJ",Pennington,8534
OH,"Cleveland-Elyria, OH",Oberlin,44074
FL,"Panama City, FL",Panama City Beach,32407
TX,"Beaumont-Port Arthur, TX",Kountze,77625
AL,"Montgomery, AL",Wetumpka,36093
IL,"Chicago-Naperville-Elgin, IL-IN-WI",Summit,60501
TX,"Waco, TX",Hewitt,76643
LA,"Shreveport-Bossier City, LA",Shreveport,71104
IL,"Peoria, IL",Peoria,61605
CA,"Los Angeles-Long Beach-Anaheim, CA",Signal Hill,90755
KS,"Kansas City, MO-KS",Spring Hill,66083
SC,"Greenville-Anderson, SC",Pendleton,29670
MA,"Springfield, MA",Ware,1082
NJ,"New York-Newark-Jersey City, NY-NJ-PA",Wharton,7885
MI,"Saginaw, MI",Saginaw,48609
KY,"Richmond-Berea, KY",Irvine,40336
KY,"London, KY",Barbourville,40906
TX,"Beaumont-Port Arthur, TX",Beaumont,77708
TN,"Kingsport-Bristol, TN-VA",Bluff City,37618
OH,"Cincinnati, OH-KY-IN",Cincinnati,45213
NC,"Asheville, NC",Leicester,28748
PA,"Williamsport, PA",Muncy,17756
NJ,"New York-Newark-Jersey City, NY-NJ-PA",Hasbrouck Heights,7604
UT,"Ogden-Clearfield, UT",Tremonton,84337
NV,"Las Vegas-Henderson-Paradise, NV",Las Vegas,89179
MS,"Gulfport-Biloxi, MS",Mc Henry,39573
NH,"Concord, NH",Pembroke,3275
PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Garnet Valley,19060
OR,"Portland-Vancouver-Hillsboro, OR-WA",Scappoose,97056
CA,"Yuba City, CA",Live Oak,95953
SD,"Sioux Falls, SD",Sioux Falls,57107
IL,"Chicago-Naperville-Elgin, IL-IN-WI",Marengo,60152
MS,"Tupelo, MS",Fulton,38843
PA,"Gettysburg, PA",New Oxford,17350
TN,"Memphis, TN-MS-AR",Somerville,38068
PA,"Pittsburgh, PA",New Brighton,15066
NY,"Poughkeepsie-Newburgh-Middletown, NY",Walden,12586
MA,"Springfield, MA",Springfield,1105
WV,"Charleston, WV",South Charleston,25309
MN,"Minneapolis-St. Paul-Bloomington, MN-WI",New Prague,56071
FL,"Orlando-Kissimmee-Sanford, FL",Orlando,32827
MI,"Saginaw, MI",Saginaw,48604
TX,"College Station-Bryan, TX",Bryan,77807
NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,10044
NY,"Buffalo-Cheektowaga, NY",Buffalo,14201
AR,"Fort Smith, AR-OK",Fort Smith,72908
CT,"Hartford-East Hartford-Middletown, CT",Suffield,6078
WA,"Moses Lake, WA",Ephrata,98823
VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Reston,20194
MO,"Kansas City, MO-KS",Kansas City,64113
MO,"Kennett, MO",Kennett,63857
MS,,Kosciusko,39090
FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Fort Lauderdale,33305
SC,"Augusta-Richmond County, GA-SC",Graniteville,29829
NY,"New York-Newark-Jersey City, NY-NJ-PA",Ridge,11961
TX,"Longview, TX",Gladewater,75647
AL,"Huntsville, AL",New Market,35761
CT,"Hartford-East Hartford-Middletown, CT",Windsor Locks,6096
IL,,Harrisburg,62946
TX,"Longview, TX",,75644
IL,,Olney,62450
OH,"Huntington-Ashland, WV-KY-OH",South Point,45680
IL,"Chicago-Naperville-Elgin, IL-IN-WI",Flossmoor,60422
CA,"San Francisco-Oakland-Berkeley, CA",Alamo,94507
NJ,"New York-Newark-Jersey City, NY-NJ-PA",Glen Rock,7452
PA,"Pottsville, PA",Tamaqua,18252
FL,"Tallahassee, FL",Havana,32333
AR,"Little Rock-North Little Rock-Conway, AR",Sheridan,72150
MA,"Boston-Cambridge-Newton, MA-NH",Weston,2493
NJ,"New York-Newark-Jersey City, NY-NJ-PA",Florham Park,7932
VA,"Blacksburg-Christiansburg, VA",Dublin,24084
IL,"St. Louis, MO-IL",,62052
NE,"Omaha-Council Bluffs, NE-IA",Omaha,68122
MO,"St. Louis, MO-IL",Bridgeton,63044
OR,,Baker City,97814
AR,"Searcy, AR",Beebe,72012
MN,"Minneapolis-St. Paul-Bloomington, MN-WI",Minneapolis,55401
OK,"Ponca City, OK",Ponca City,74604
DE,"Dover, DE",Felton,19943
NJ,"New York-Newark-Jersey City, NY-NJ-PA",Paterson,7513
PA,"Pittsburgh, PA",Oakdale,15071
PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Sellersville,18960
NY,,Norwich,13815
PA,"Scranton--Wilkes-Barre, PA",Scranton,18510
NE,"Omaha-Council Bluffs, NE-IA",Plattsmouth,68048
CA,"Los Angeles-Long Beach-Anaheim, CA",Commerce,90040
FL,,Perry,32348
FL,"Palm Bay-Melbourne-Titusville, FL",Mims,32754
IA,"Fort Madison-Keokuk, IA-IL-MO",Keokuk,52632
PA,"Sunbury, PA",Milton,17847
MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Prince Frederick,20678
MD,"California-Lexington Park, MD",California,20619
MS,,Amory,38821
TX,"Sweetwater, TX",Sweetwater,79556
IN,"Elkhart-Goshen, IN",Nappanee,46550
CA,"Los Angeles-Long Beach-Anaheim, CA",Santa Monica,90402
UT,"Provo-Orem, UT",Lindon,84042
NC,"Lumberton, NC",Red Springs,28377
OH,"Portsmouth, OH",Lucasville,45648
MN,,Thief River Falls,56701
OH,"Salem, OH",Lisbon,44432
TN,"Jackson, TN",Milan,38358
TN,"Knoxville, TN",Rockwood,37854
NJ,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Lumberton Township,8048
IA,"Des Moines-West Des Moines, IA",Des Moines,50314
CA,"Bakersfield, CA",California City,93505
